6.000000119999999697e+02,2.234355798000000000e+14,1.661074131999999805e+13
6.300000000000000000e+02,2.222278450000000000e+14,1.005857167000000000e+13
6.599999879999999166e+02,2.292385652000000000e+14,9.609426020000000000e+12
6.900000120000000834e+02,2.226969023000000000e+14,9.112245030000000000e+12
7.200000000000000000e+02,2.285064320000000000e+14,5.100589150000000000e+12
7.499999880000000303e+02,2.363374624000000000e+14,7.186117870000000000e+12
7.800000119999999697e+02,2.208945729000000000e+14,1.260987764000000000e+13
8.100000000000000000e+02,2.236567973000000000e+14,5.776764100000000000e+12
8.399999880000000303e+02,2.263566936000000000e+14,1.007415208000000000e+13
8.700000119999999697e+02,2.100825380000000000e+14,7.912623020000000000e+12
9.000000000000000000e+02,2.051392199000000000e+14,7.363482060000000000e+12
9.299999880000001440e+02,2.101153805000000000e+14,5.832308710000000000e+12
9.600000119999999697e+02,2.198678945000000000e+14,7.749336700000000000e+12
9.900000000000001137e+02,2.027949861000000000e+14,5.767855410000000000e+12
1.019999988000000030e+03,1.974395477000000000e+14,6.182095600000000000e+12
1.050000011999999970e+03,2.041432854000000000e+14,9.720966450000000000e+12
1.080000000000000000e+03,1.909065924000000000e+14,1.144610465000000000e+13
1.109999988000000030e+03,1.958182887000000000e+14,1.014842259000000000e+13
1.140000011999999970e+03,1.760743973000000000e+14,7.215501130000000000e+12
1.170000000000000000e+03,1.802417025000000000e+14,6.595965530000000000e+12
1.199999988000000030e+03,1.812484806000000000e+14,5.170136720000000000e+12
1.800000000000000000e+03,1.475730487000000000e+14,6.143316390000000000e+12
1.829999988000000030e+03,1.358273084999999844e+14,6.191351680000000000e+12
1.860000011999999970e+03,1.268685417000000000e+14,7.007656260000000000e+12
1.890000000000000000e+03,1.362859877999999844e+14,8.115873810000000000e+12
1.919999988000000258e+03,1.288453821000000000e+14,1.009071653000000000e+13
1.950000011999999970e+03,1.259853809000000000e+14,9.693666720000000000e+12
1.980000000000000227e+03,1.363045995000000000e+14,1.312497509000000000e+13
2.009999987999999803e+03,1.265384011000000000e+14,7.859223560000000000e+12
2.040000012000000197e+03,1.160660456000000000e+14,6.449879640000000000e+12
2.070000000000000000e+03,1.218350782000000000e+14,9.613693540000000000e+12
2.099999988000000030e+03,1.236907877000000000e+14,6.805823890000000000e+12
2.130000011999999970e+03,1.093166186000000000e+14,1.139895837000000000e+13
2.189999988000000030e+03,1.035811714000000000e+14,7.177059870000000000e+12
2.220000011999999970e+03,1.264630348000000000e+14,8.082441230000000977e+12
2.250000000000000000e+03,1.183751894000000000e+14,6.575669780000000000e+12
2.279999988000000030e+03,1.087120522000000000e+14,7.119205400000000000e+12
2.340000000000000000e+03,1.131353040000000000e+14,5.474668100000000000e+12
2.369999988000000030e+03,9.569358087000000000e+13,5.323077410000000000e+12
3.030000011999999970e+03,6.562228149000000781e+13,1.197519103000000000e+13
3.060000000000000000e+03,7.493242908000000000e+13,5.987323760000000000e+12
3.089999988000000030e+03,5.647126912000000000e+13,1.512721189000000000e+13
3.120000011999999970e+03,7.476183202000000000e+13,5.364672080000000000e+12
3.150000000000000000e+03,5.195195288000000000e+13,7.557613530000000000e+12
3.179999988000000030e+03,4.810469929000000000e+13,1.042504043000000000e+13
3.210000011999999970e+03,6.269793971000000000e+13,5.353047860000000000e+12
3.240000000000000000e+03,7.414810724000000000e+13,8.503444600000000000e+12
3.269999988000000030e+03,8.200596515000000000e+13,6.291144400000000000e+12
3.300000011999999970e+03,5.482760909000000000e+13,6.147798630000000000e+12
3.330000000000000000e+03,6.420115874000000000e+13,1.089971130000000000e+13
3.359999988000000030e+03,5.303528971000000000e+13,5.754141450000000000e+12
3.390000011999999970e+03,6.947482724000000000e+13,9.540974320000000000e+12
3.420000000000000000e+03,6.094152134000000000e+13,9.952945820000000000e+12
3.449999988000000030e+03,4.235064789000000000e+13,6.375944280000000000e+12
3.480000011999999970e+03,6.189744555000000000e+13,8.507028460000000977e+12
3.510000000000000000e+03,5.306175904000000000e+13,7.935080760000000000e+12
3.570000011999999970e+03,5.878355755000000000e+13,6.987868290000000000e+12
