2.999998799999999832e+01,3.274339649000000391e+13,1.146431442000000000e+13
6.000001200000000523e+01,7.543028718000000000e+13,7.486316960000000000e+12
9.000000000000000000e+01,9.493230447000000000e+13,9.425082180000000000e+12
1.199999880000000019e+02,1.304434826000000156e+14,9.406547020000000000e+12
1.800000000000000000e+02,1.796556190000000000e+14,6.524320430000000000e+12
2.099999880000000019e+02,1.922675334000000000e+14,6.354140370000000000e+12
2.400000119999999981e+02,1.983216729000000000e+14,6.210761340000000000e+12
2.700000000000000000e+02,2.211412612000000000e+14,1.167192122000000000e+13
2.999999879999999735e+02,2.168976953000000000e+14,9.761310260000000000e+12
3.300000120000000265e+02,2.307693519000000000e+14,9.992213800000000000e+12
3.899999880000000303e+02,2.438894677000000000e+14,9.425485030000000000e+12
4.200000120000000265e+02,2.403366198000000000e+14,6.324211050000000000e+12
4.500000000000000000e+02,2.295519321000000000e+14,6.668338840000000000e+12
5.100000119999999697e+02,2.298744411000000000e+14,7.698705820000000000e+12
5.400000000000000000e+02,2.378672787000000000e+14,5.152225210000000000e+12
5.699999880000000303e+02,2.171203310000000000e+14,9.985439480000000000e+12
1.230000011999999970e+03,1.832866367000000000e+14,6.809455570000000000e+12
1.260000000000000000e+03,1.871300269000000000e+14,5.578391130000000000e+12
1.289999988000000030e+03,1.772630835000000000e+14,8.055326730000000977e+12
1.320000011999999970e+03,1.868294993000000000e+14,9.747437130000000000e+12
1.350000000000000000e+03,1.763549433000000000e+14,5.668957750000000000e+12
1.379999988000000030e+03,1.646202801000000000e+14,5.085540480000000000e+12
1.410000011999999970e+03,1.495961144000000000e+14,9.181360860000000000e+12
1.440000000000000000e+03,1.794904582000000000e+14,8.513269890000000000e+12
1.469999988000000030e+03,1.415803629000000000e+14,8.115621360000000000e+12
1.500000011999999970e+03,1.542460026000000000e+14,5.201497500000000000e+12
1.530000000000000000e+03,1.576651599000000000e+14,7.964404610000000000e+12
1.559999988000000030e+03,1.524844957000000000e+14,7.760642790000000000e+12
1.590000011999999970e+03,1.508685855000000000e+14,5.433130690000000000e+12
1.620000000000000000e+03,1.592135696000000000e+14,9.222966840000000000e+12
1.649999988000000030e+03,1.488755996000000000e+14,6.738918270000000000e+12
1.680000011999999970e+03,1.468837967000000000e+14,5.742492880000000000e+12
1.739999988000000030e+03,1.513329799000000000e+14,5.323268280000000000e+12
1.770000011999999970e+03,1.301341430000000000e+14,9.011143000000000000e+12
2.400000011999999970e+03,9.052124881000000000e+13,7.058791370000000000e+12
2.430000000000000000e+03,9.665138831000000000e+13,6.037970720000000000e+12
2.459999988000000030e+03,1.069424377000000000e+14,1.312808847000000000e+13
2.490000011999999970e+03,8.555918015000000000e+13,7.691319730000000000e+12
2.520000000000000000e+03,8.558768134000000000e+13,7.332642860000000000e+12
2.549999988000000030e+03,1.018867281000000000e+14,7.113179230000000000e+12
2.580000011999999970e+03,9.111836203000000000e+13,5.228717710000000000e+12
2.610000000000000000e+03,9.431823143000000000e+13,6.393868080000000000e+12
2.639999988000000030e+03,8.978088138000000000e+13,8.268434810000000000e+12
2.670000011999999970e+03,7.822135513000000000e+13,1.031439995000000000e+13
2.700000000000000000e+03,8.131229774000000000e+13,9.303271720000000000e+12
2.729999988000000030e+03,9.919277879000000000e+13,6.729684250000000000e+12
2.760000011999999970e+03,7.589066357000000000e+13,5.401694260000000000e+12
2.819999988000000030e+03,7.421096485000000000e+13,8.256616859999999023e+12
2.850000011999999970e+03,8.383999701000000000e+13,7.138983880000000000e+12
2.880000000000000000e+03,8.044433987000000000e+13,9.057857720000000000e+12
2.909999988000000030e+03,6.772438913000000781e+13,8.982534840000000000e+12
2.940000011999999970e+03,7.101167730000000000e+13,6.564190720000000000e+12
2.970000000000000000e+03,7.933091547000000000e+13,1.051417691000000000e+13
2.999999988000000030e+03,8.038614858000000000e+13,6.992606040000000000e+12
3.600000000000000000e+03,6.337272233000000000e+13,1.053056600000000000e+13
